Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Month_num,Date
1974,Qtr 1,March,8,Unknown,Antonov,Antonov An 24XW,hanoi vietnam,Airlines Lao Pathet,0,18,18,3,1974-03-08
1974,Qtr 1,March,13,United States,Convair,Convair CV 440N4819C,bishop california,Airlines Pacific Sierra,0,36,36,3,1974-03-13
1974,Qtr 1,March,15,Unknown,Aerospatiale,Aerospatiale Caravelle 10B3OY STK,tehran iran,Airways Sterling,0,15,96,3,1974-03-15
1974,Qtr 2,April,4,Unknown,Douglas,Douglas DC 4A2,francistown botswana,Services Air Wenela,0,78,84,4,1974-04-04
1974,Qtr 2,April,22,Indonesia,Boeing,Boeing B 707,grogak bali,Indonesia Pan American World Airways,0,107,107,4,1974-04-22
1974,Qtr 2,April,27,Unknown,Ilyushin,Ilyushin IL 18BCCCP,near leningrad ussraeroflot,Unknown,0,109,109,4,1974-04-27
1974,Qtr 2,April,30,United States,Beechcraft,Beechcraft 99N853SA,galveston texas,Airlines Metro Houston,0,6,12,4,1974-04-30
1974,Qtr 2,May,2,Unknown,Douglas,Douglas C 47HC,banos ecuador,Equatorianos Taxis Aero,0,22,24,5,1974-05-02
1974,Qtr 2,May,6,Unknown,Douglas,Douglas DC 6ATF,nurnberg germany,Fragtflug,0,3,3,5,1974-05-06
1974,Qtr 2,May,23,United States,Lockheed,Lockheed L 100,springfield illinois,Airways Saturn,0,3,3,5,1974-05-23
1974,Qtr 2,May,23,Unknown,Yakovlev,Yakovlev YAK 40CCCP,kiev ukraine,USSRAeroflot,0,29,29,5,1974-05-23
1974,Qtr 2,May,31,Unknown,Bristol,Bristol 170 Freighter 31ECF QWJ,rankin inlet canada,Lambair,0,2,2,5,1974-05-31
1974,Qtr 2,June,8,Unknown,Vickers Viscount,Vickers Viscount 785DHK 1058,monte san isidro,TAO ColombiaAerolineas,0,44,44,6,1974-06-08
1974,Qtr 2,June,27,Cambodia,Boeing,Boeing 307B 1 StratolinerXW,battambang khmer,Air RepublicCambodia,0,19,39,6,1974-06-27
1974,Qtr 2,June,30,United States,Fairchild,Fairchild Hiller FH1100N8679,umiat alaska,Taxi Air - Helicopter Alaska,0,5,5,6,1974-06-30
1974,Qtr 3,July,24,Unknown,Douglas,Douglas DC 4HK,bogota colombia,Colombia Aeronorte,0,3,3,7,1974-07-24
1974,Qtr 3,July,27,Unknown,Fairchild,Fairchild C 123KST,near moc hoa vietnam,Amercia Air,0,5,5,7,1974-07-27
1974,Qtr 3,August,5,Unknown,Douglas,Douglas DC 3C,mt. apica pq,Canada Laurentian Air Services,0,5,11,8,1974-08-05
1974,Qtr 3,August,11,Unknown,Ilyushin,Ilyushin IL 18BTZ,near ouagadougou upper,Mali  VoltaAir,0,47,60,8,1974-08-11
1974,Qtr 3,August,12,Unknown,Douglas,Douglas C 47,cali colombia,Avianca,0,27,27,8,1974-08-12
1974,Qtr 3,August,14,Unknown,Vickers Viscount,Vickers Viscount 749YV C,margarita island venezuela,Venezolana Aeropostal Linea,0,49,49,8,1974-08-14
1974,Qtr 3,August,18,Unknown,Lockheed,Lockheed C 130H9T,near kisangani zaire,Force Air Zairean - Military,0,31,31,8,1974-08-18
1974,Qtr 3,September,7,Unknown,Fokker,Fokker F 27 Friendship 600PK,tandjung-karang indonesia,Airlines Indonesia Garuda,0,36,39,9,1974-09-07
1974,Qtr 3,September,8,Unknown,Boeing,Boeing B 707,ionian sea  off,Greece          Kefallinia Trans World Airlines,0,88,88,9,1974-09-08
1974,Qtr 3,September,11,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,near charlotte north,Lines Air CarolinaEastern,0,70,82,9,1974-09-11
1974,Qtr 3,September,15,Unknown,Boeing,Boeing B 727,phan rang south,Vietnam) (South Vietnam VietnamAir,0,75,75,9,1974-09-15
1974,Qtr 4,October,19,Unknown,Douglas,Douglas DC 3RP,calapan philippines,Airways Mabuhay,0,1,8,10,1974-10-19
1974,Qtr 4,October,27,United States,Lockheed,Lockheed L 100 HerculesN102AK,old man's camp alaska,Air International Alaska,0,4,4,10,1974-10-27
1974,Qtr 4,October,28,United States,Beechcraft,Beechcraft 95 B55N414K,pagosa springs colorado,Taxi Air - Aviation Hlavka,0,2,2,10,1974-10-28
1974,Qtr 4,November,1,Unknown,Antonov,Antonov An 2 / Mil Mi,near surgut russia,Aeroflot,0,38,38,11,1974-11-01
1974,Qtr 4,November,15,Unknown,Douglas,Douglas C 47A,manila philippines,Services Integrated and System Air Orient,0,1,8,11,1974-11-15
1974,Qtr 4,November,20,Unknown,Douglas,Douglas DC 3ET,soddu ethiopia,Airlines Ethiopian,0,2,24,11,1974-11-20
1974,Qtr 4,November,20,Unknown,Boeing,Boeing B 747,near nairobi kenya,Lufthansa,0,59,157,11,1974-11-20
1974,Qtr 4,November,22,Spain,Cessna,Cessna 500 Citation IEC CGG,barcelona spain,Aéreos Servicios Alpa,0,4,4,11,1974-11-22
1974,Qtr 4,December,1,Unknown,Boeing,Boeing B 727,bear mountain,New York          Thiells Northwest Orient Airlines,0,3,3,12,1974-12-01
1974,Qtr 4,December,1,United States,Boeing,Boeing B 727,near berryville virginia,Airlines World Trans,0,92,92,12,1974-12-01
1974,Qtr 4,December,4,Unknown,Antonov,Antonov An 2 / Antonov An,irkutsk russia,Aeroflot,0,13,18,12,1974-12-04
1974,Qtr 4,December,4,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,near maskeliya sri,NV Holland LankaMartinair,0,191,191,12,1974-12-04
1974,Qtr 4,December,11,United States,Grumman,Grumman G 21N1583V,near old harbors alaska,Airways Kodiak,0,5,5,12,1974-12-11
1974,Qtr 4,December,12,Unknown,Boeing,Boeing Vertol CH 47 (helicopter),near moc hoa south,Force Air Vietnamese - VietnamMilitary,0,54,54,12,1974-12-12
1974,Qtr 4,December,14,Unknown,Yakovlev,Yakovlev 40CCCP 87630,bukhara uzbekistan,Aeroflot,0,7,19,12,1974-12-14
1974,Qtr 4,December,22,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,maturin venezuela,(Venezuela) SA Venezolanas Aerovias,0,77,77,12,1974-12-22
1974,Qtr 4,December,29,Unknown,Lockheed,Lockheed 18 LodeStarTG HTM,tikal guatemala,Ortiz Edwin,0,24,24,12,1974-12-29
1974,Qtr 4,December,29,Unknown,Antonov,Antonov AN 24RVYR,near sibiu romania,TAROM,0,33,33,12,1974-12-29
1975,Qtr 1,January,3,Unknown,Fairchild,Fairchild C 123KST,near nha trang vietnam,America Air,0,9,9,1,1975-01-03
1975,Qtr 1,January,8,Unknown,Douglas,Douglas DC 3FAC,near doncello colombia,Satena,0,21,21,1,1975-01-08
1975,Qtr 1,January,9,United States,De Havilland Canada,de Hav Can. DHC 6 Tw Otter 100/ CessnaN6383,whittier california,Private / Airlines West Golden,0,14,14,1,1975-01-09
1975,Qtr 1,January,15,Hungary,Ilyushin,Ilyushin IL 18VHA,budapest hunary,Airlines Hungarian Malev,0,9,9,1,1975-01-15
1975,Qtr 1,January,16,Unknown,Antonov,Antonov AN 12 CCCP,xam neua laos,Aeroflot,0,16,16,1,1975-01-16
1975,Qtr 1,January,30,Unknown,Douglas,Douglas DC 3,santo domingo dominican,Nacional Aérea RepublicLinea,0,2,30,1,1975-01-30
1975,Qtr 1,January,30,Unknown,Fokker,Fokker F 28 Fellowship 1000TC,istanbul turkey,(THY) Airlines Turkish,0,42,42,1,1975-01-30
1975,Qtr 1,February,1,United States,Douglas,Douglas DC 3CN15HC,houston texas,Properties Horizon,0,5,16,2,1975-02-01
1975,Qtr 1,February,3,Unknown,Hawker,Hawker Siddeley HS 748 2RP,manila philippines,Lines Air Philippine,0,33,33,2,1975-02-03
1975,Qtr 1,February,9,Unknown,Transall C-160,Transall C 1605063,souda crete,Luftwaffe Deutsche - Military,0,40,40,2,1975-02-09
1975,Qtr 1,February,16,United States,Douglas,Douglas DC 6BFN77DG,fairbanks alaska,Airlines Alaska Pacific,0,3,3,2,1975-02-16
1975,Qtr 1,February,22,Unknown,Canadair,Canadair CL 44HK,medellin colombia,Aerocondor,0,5,5,2,1975-02-22
1975,Qtr 1,February,27,Brazil,Embraer,Embraer 110C BandeirantePP SBE,near sao paulo brazil,VASP,0,15,15,2,1975-02-27
1975,Qtr 1,March,12,Unknown,Douglas,Douglas DC 4XV,pleiku south,Vietnam) (South Vietnam VietnamAir,0,26,26,3,1975-03-12
1975,Qtr 1,March,16,Unknown,Fokker,Fokker F 27 Friendship 400MTC,near barito argentina,Force Air Argentine - Military,0,55,55,3,1975-03-16
1975,Qtr 1,March,18,Unknown,Antonov,Antonov AN 2CCCP,near terney russia,Aeroflot,0,7,12,3,1975-03-18
1975,Qtr 1,March,18,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 100ST,singa sudan,Airways Sudan,0,5,6,3,1975-03-18
1975,Qtr 1,March,20,United States,Lockheed,Lockheed C 141A (L.300)64,near quilcene washington,Force Air U.S. - Military,0,16,16,3,1975-03-20
1975,Qtr 2,April,4,Unknown,Lockheed,Lockheed C 5A Galaxy68,saigon south,Force Air U.S. - VietnamMilitary,0,155,330,4,1975-04-04
1975,Qtr 2,May,13,Unknown,Sikorsky,Sikorsky CH 53C (helicopter)68,near sakon nakhon thailand,Force Air U.S. - Military,0,23,23,5,1975-05-13
1975,Qtr 2,June,3,Unknown,Bac,BAC One Eleven 524FFRP,manila philippines,Lines Air Philippine,0,1,64,6,1975-06-03
1975,Qtr 2,June,17,Brazil,Hawker,Hawker Siddeley HS 748,pedro alfonso brazil,Varig,3,1,15,6,1975-06-17
1975,Qtr 2,June,24,Unknown,Boeing,Boeing B 727,jfk airport new,New York          York Eastern Air Lines,0,113,124,6,1975-06-24
1975,Qtr 2,June,26,United States,Beechcraft,Beechcraft E18SN791A,toledo ohio,Aviation Hamilton,0,2,2,6,1975-06-26
1975,Qtr 3,July,10,Unknown,Lockheed,Lockheed L 188AF ElectraHK,bogota colombia,Condor Aerovias,0,2,4,7,1975-07-10
1975,Qtr 3,July,15,Unknown,Yakovlev,Yakovlev YAK 40CCCP,near batumi georgia,USSRAeroflot,0,40,40,7,1975-07-15
1975,Qtr 3,July,31,Unknown,Vickers Viscount,Vickers 837 ViscountB 2029,taipei taiwan,Transport Air Eastern Far,0,27,75,7,1975-07-31
1975,Qtr 3,August,3,Unknown,Douglas,Douglas DC 47412,off amapala honduras,Force Air Nicaraguan - Military,0,20,20,8,1975-08-03
1975,Qtr 3,August,3,Unknown,Boeing,Boeing B 707,near immouzer morocco,Airlines Jordanian Royal Alia,0,188,188,8,1975-08-03
1975,Qtr 3,August,7,United States,Boeing,Boeing B 727,denver colorado,Airlines Continental,0,0,131,8,1975-08-07
1975,Qtr 3,August,9,Unknown,Ilyushin,Ilyushin IL 14M	 CCCP,bagdarin russia,Aeroflot,0,11,11,8,1975-08-09
1975,Qtr 3,August,15,Unknown,Yakovlev,Yakovlev YAK 40CCCP,krasnovodsk ussraeroflot,Unknown,0,23,38,8,1975-08-15
1975,Qtr 3,August,20,Unknown,Ilyushin,Ilyushin IL 62OK,near damascus syria,Aerolinie Ceskoslovenske,0,126,128,8,1975-08-20
1975,Qtr 3,August,30,United States,Fairchild,Fairchild F 27BN4904,near gambell alaska,Alaska Air Wien,0,10,32,8,1975-08-30
1975,Qtr 3,September,1,Unknown,Tupolev,Tupolev TU 134DM,leipzig-halle east,GermanyInterflug,0,27,34,9,1975-09-01
1975,Qtr 3,September,11,Unknown,Douglas,Douglas C 47,near bahar dar ethiopia,Airlines Ethiopian,0,1,9,9,1975-09-11
1975,Qtr 3,September,24,Unknown,Fokker,Fokker F 28 Fellowship 1000PK,near palembang indonesia,Airlines Indonesia Garuda,1,25,61,9,1975-09-24
1975,Qtr 3,September,30,Unknown,Boeing,Boeing 727 24CHK,barranquilla colombia,Avianca,0,4,4,9,1975-09-30
1975,Qtr 3,September,30,Unknown,Tupolev,Tupolev TU 154BHA,off beirut lebanon,Airlines Hungarian Malev,0,60,60,9,1975-09-30
1975,Qtr 4,October,22,Unknown,Yakovlev,Yakovlev YAK 40CCCP,novgorod russia,Aeroflot,5,6,6,10,1975-10-22
1975,Qtr 4,October,23,Unknown,De Havilland,de Havilland DH114 Heron 2EVH CLS,cairns airport queensland,Australia Connair,0,11,11,10,1975-10-23
1975,Qtr 4,October,27,Unknown,Convair,Convair CV 440,tomonoco bolivia,TAM,0,67,67,10,1975-10-27
1975,Qtr 4,October,30,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,near prague czechoslovakia,Aviopromet Adria Inex,0,75,120,10,1975-10-30
1975,Qtr 4,November,3,Unknown,Bell,Bell 212N90057,gulf of mexicopetroleum helicopter,Unknown,0,9,9,11,1975-11-03
1975,Qtr 4,November,17,Unknown,Antonov,Antonov AN 24CCCP,near sukhumi georgia,USSRAeroflot,0,38,38,11,1975-11-17
1975,Qtr 4,November,18,Unknown,Douglas,Douglas DC 3TG,caoba guatemala,Aviateca,0,15,22,11,1975-11-18
1975,Qtr 4,November,20,Unknown,Antonov,Antonov AN 24CCCP,kharkov ukraine,USSRAeroflot,0,19,50,11,1975-11-20
1975,Qtr 4,November,22,Unknown,Antonov,Antonov AN 24BLZ,sofia bulgaria,Airlines Bulgarian Balkan,0,3,48,11,1975-11-22
1975,Qtr 4,November,25,Unknown,Lockheed,Lockheed C 130 Hercules011,near bir lahfan egypt,Force Air  Israel - Military,0,20,20,11,1975-11-25
1975,Qtr 4,November,29,Unknown,Piper,Piper PA 23,hertfordshire england,Private,0,6,6,11,1975-11-29
1975,Qtr 4,December,26,United States,Mitsubishi,Mitsubishi MU 2BN133MA,rollinsville colorado,Aviation Star,0,9,9,12,1975-12-26
1976,Qtr 1,January,1,Unknown,Boeing,Boeing B 720B,near al qaysumah saudi,Airlines East ArabiaMiddle,0,82,82,1,1976-01-01
1976,Qtr 1,January,3,United States,Lear jet,Lear Jet 24AN651LJ,anchorage alaska,Air Winship,0,6,6,1,1976-01-03
1976,Qtr 1,January,3,Unknown,Tupolev,Tupolev Tu 124CCCP,moscow russia,Aeroflot,1,61,61,1,1976-01-03
1976,Qtr 1,January,8,Unknown,Britten,Britten  Norman BN,mactan island philippines,Aerotransport Philippine,0,7,7,1,1976-01-08
1976,Qtr 1,January,18,Unknown,Douglas,Douglas C 47CP,near san borja bolivia,Maniqui Frigorifico,0,7,10,1,1976-01-18
1976,Qtr 1,January,20,Unknown,Hawker,Hawker Siddeley HS 748,near loja ecuador,TAME,0,34,42,1,1976-01-20
1976,Qtr 1,January,21,China,Antonov,Antonov AN 24B,near shanghai china,CAAC,0,40,40,1,1976-01-21
1976,Qtr 1,January,22,Brazil,Embraer,Embraer 110C BandeirantePT TBD,chapeco brazil,Transbrasil,0,9,11,1,1976-01-22
1976,Qtr 1,February,4,Unknown,Douglas,Douglas DC 6AHK,off santa maria colombia,Colombia LAC,0,3,3,2,1976-02-04
1976,Qtr 1,February,8,United States,Douglas,Douglas DC 6N901MA,van nuys california,Airlines Mercer,0,3,6,2,1976-02-08
1976,Qtr 1,February,9,Unknown,Tupolev,Tupolev TU 104ACCCP,irkutsk russia,Aeroflot,0,24,124,2,1976-02-09
1976,Qtr 1,February,21,Unknown,Grumman,Grumman G 21A seaplaneN4772C,st. croix virgin,Air IslandsAntilles,0,5,11,2,1976-02-21
1976,Qtr 1,March,1,Unknown,Ilyushin,Ilyushin II 14PYR,sibiu romania,TAROM,0,6,9,3,1976-03-01
1976,Qtr 1,March,2,Unknown,IAI,IAI Arava 201TAM 76,southeastern boliviatam (bolivia),Unknown,0,19,22,3,1976-03-02
1976,Qtr 1,March,6,Unknown,Ilyushin,Ilyushin IL 18ECCCP,near voronezh russia,Aeroflot,7,111,111,3,1976-03-06
1976,Qtr 1,March,7,United States,Cessna,Cessna 207N91142,igiugig alaska,Airlines Alaska Western Kodiak,0,4,4,3,1976-03-07
1976,Qtr 2,April,2,Unknown,Douglas,Douglas DC 3FAC,near puerto asis colombia,Satena,0,5,16,4,1976-04-02
1976,Qtr 2,April,5,United States,Boeing,Boeing B 727,ketchikan alaska,Airlines Alaska,0,1,50,4,1976-04-05
1976,Qtr 2,April,14,Unknown,Hawker,Hawker Siddeley HS 748 2LV,neuquen argentina,Fiscales Petroliferos Yacimientos,0,34,34,4,1976-04-14
1976,Qtr 2,April,23,Unknown,Bell,Bell 205 A 1 helicopterN8167J,gulf of mexicopetroleum helicopter,Unknown,0,12,12,4,1976-04-23
1976,Qtr 2,April,27,Unknown,Boeing,Boeing B 727,st. thomas virgin,Airlines IslandsAmerican,0,37,88,4,1976-04-27
1976,Qtr 2,May,5,Unknown,Britten,Britten  Norman BN,camuigan philippines,Aerotransport Philippine,0,4,10,5,1976-05-05
1976,Qtr 2,May,9,Spain,Boeing,Boeing B 747,near cuneca spain,Force Air Iranian Imperial - Military,0,17,17,5,1976-05-09
1976,Qtr 2,May,15,Unknown,Antonov,Antonov AN 24CCCP,chernigov ukraine,USSRAeroflot,0,52,52,5,1976-05-15
1976,Qtr 2,May,23,Philippines,Bac,BAC One Eleven 527FKRP,zamboanga philipines,Lines Air Philippine,3,14,87,5,1976-05-23
1976,Qtr 2,June,1,Unknown,Tupolev,Tupolev TU 154ACCCP,nacias nguema equatorial,GuineaAeroflot,0,45,45,6,1976-06-01
1976,Qtr 2,June,4,Unknown,Lockheed,Lockheed 188A ElectraRP C1061,agana guam,Manila Air,1,45,45,6,1976-06-04
1976,Qtr 2,June,6,Unknown,Gaf Nomad,GAF Nomad N 22B9M,off kota kinabalu malaysia,Air Sabah,0,11,11,6,1976-06-06
1976,Qtr 2,June,27,Unknown,Airbus,Airbus A300F BVGG,entebbe uganda,France Air,0,7,258,6,1976-06-27
1976,Qtr 3,July,5,Unknown,Douglas,Douglas C 47,daiku burma,Force Air Burma - Military,0,17,17,7,1976-07-05
1976,Qtr 3,July,28,Unknown,Ilyushin,Ilyushin IL 18LOK,bratislava czechoslovakia,Aerolinie Ceskoslovenske,0,76,79,7,1976-07-28
1976,Qtr 3,August,2,Unknown,Boeing,Boeing 707 373HL7412,near tehran iran,Airlines Korean,0,5,5,8,1976-08-02
1976,Qtr 3,August,9,Spain,Douglas,Douglas C 54ET4/11,"moron afb spain
	
moron",SpainMoron AFB          AFB,0,12,32,8,1976-08-09
1976,Qtr 3,August,15,Unknown,Vickers Viscount,Vickers Viscount 785DHC ARS,andes mountains ecuador,SAETA,0,59,59,8,1976-08-15
1976,Qtr 3,August,28,Unknown,Lockheed,Lockheed C 141A (L.300)67,near thorney england,Force Air U.S. - Military,0,18,18,8,1976-08-28
1976,Qtr 3,August,28,Unknown,Sud Aviation Se 210 Caravelle,Sud Aviation SE 210 Caravelle IIIF BSGZ,ho chi minh city vietnam,France Air,0,1,20,8,1976-08-28
1976,Qtr 3,September,2,United States,Helicopter,Hughes 369HSN9172F,hawk inlet alaska,Taxi Air - Helicopter Temsco,0,3,4,9,1976-09-02
1976,Qtr 3,September,3,Portugal,Lockheed,Lockheed C 130H7772,lajes azores,Portugal Military - Venezuelan Air Force,0,68,68,9,1976-09-03
1976,Qtr 3,September,9,Unknown,Antonov,Antonov AN 24 / Yakovlev Yak,off adler russia,Aeroflot / Aeroflot,0,64,64,9,1976-09-09
1976,Qtr 3,September,10,Croatia,McDonnell Douglas,McDonnell Douglas DC 9,near gaj hrvatska,Yugoslavia Inex Adria Aviopromet / British Airways,0,176,176,9,1976-09-10
1976,Qtr 3,September,19,Unknown,Boeing,Boeing B 727,karatepe mountains turkey,(THY) Airlines Turkish,0,154,154,9,1976-09-19
1976,Qtr 3,September,26,United States,Boeing,Boeing KC 135A61,near alpena michigan,Force Air U.S. - Military,0,15,20,9,1976-09-26
1976,Qtr 4,October,4,Unknown,Douglas,Douglas DC 7CFTZ,nairobi kenya,Transport Air Emirates,0,4,4,10,1976-10-04
1976,Qtr 4,October,6,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,off bridgetown barbados,Aviacion de Cubana,0,73,73,10,1976-10-06
1976,Qtr 4,October,13,Unknown,Boeing,Boeing B 707,santa cruz bolivia,Boliviano Aéreo Lloyd,113,3,3,10,1976-10-13
1976,Qtr 4,October,13,India,Sud Aviation,Sud  Aviation Caravelle VI,near bombay india,Airlines Indian,0,95,95,10,1976-10-13
1976,Qtr 4,October,28,Brazil,Embraer,Embraer 110C BandeirantePT TBA,near petrolia brazil,Aéreas Linhas Nordeste,0,2,7,10,1976-10-28
1976,Qtr 4,November,4,Unknown,Fokker,Fokker F 27 Friendship 100PK,banjarmasin indonesia,Service Air International Bali,0,29,38,11,1976-11-04
1976,Qtr 4,November,5,Unknown,Douglas,Douglas DC 3HP,atlantic oceaninair panama,Unknown,0,2,2,11,1976-11-05
1976,Qtr 4,November,23,Unknown,NAMC,NAMC YS 11A,kozani greece,Airways Olympic,0,50,50,11,1976-11-23
1976,Qtr 4,November,28,Unknown,Tupolev,Tupolev TU 104BCCCP,moscow russia,Aeroflot,0,73,73,11,1976-11-28
1976,Qtr 4,December,12,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300N101AC,cape may new,Airlines City JerseyAtlantic,0,3,10,12,1976-12-12
1976,Qtr 4,December,17,Unknown,Yakovlev,Yakovlev 40CCCP 88208,ust-kut russia,Aeroflot,0,7,7,12,1976-12-17
1976,Qtr 4,December,17,Unknown,Antonov,Antonov AN 24RVCCCP,kiev ussraeroflot,Unknown,0,48,55,12,1976-12-17
1976,Qtr 4,December,18,Unknown,Ilyushin,Ilyushin IL 14MCCCP,nnear yuzhno-sakhalinsk russia,Aeroflot,0,8,8,12,1976-12-18
1976,Qtr 4,December,25,Unknown,Boeing,Boeing B 707,near bangkok thailand,Egypt,19,53,53,12,1976-12-25
1976,Qtr 4,December,31,Unknown,Douglas,Douglas C 54A,near trujillo peru,Faucett,0,19,19,12,1976-12-31
1977,Qtr 1,January,6,United States,Learjet,Gates Learjet 24BN12MK,near palm springs california,Charter Avia Jet,0,4,4,1,1977-01-06
1977,Qtr 1,January,13,Unknown,Tupolev,Tupolev TU 104ACCCP,near alma ata,USSRAeroflot          Kazakastan,0,90,90,1,1977-01-13
1977,Qtr 1,January,13,United States,Douglas,Douglas DC 8JA8054,anchorage alaska,Lines Air Japan,0,5,5,1,1977-01-13
1977,Qtr 1,January,14,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300C,terrace bc,Canada Northern Thunderbird Air Ltd.,0,12,12,1,1977-01-14
1977,Qtr 1,January,15,Unknown,Vickers Viscount,Vickers Viscount 838SE FOZ,kalvesta sweden,Sweden Skyline,0,22,22,1,1977-01-15
1977,Qtr 1,January,20,Unknown,Bristol,Bristol 170 Freighter 31MC FWAD,?north canada air,Unknown,0,1,2,1,1977-01-20
1977,Qtr 1,February,11,Unknown,Avia,Avia 14TOK OCA,bratislava slovakia,Aerolinie Ceskoslovenské,0,4,5,2,1977-02-11
1977,Qtr 1,February,15,Unknown,Ilyushin,Ilyushin IL 18VCCCP,mineralnye vody russia,Aeroflot,0,77,98,2,1977-02-15
1977,Qtr 1,February,28,Unknown,Douglas,Douglas DC 3C,near saglouc canada,Survair,0,4,10,2,1977-02-28
1977,Qtr 1,March,1,Unknown,Douglas,Douglas DC 37O,off aden yemen,Alyemda,0,19,21,3,1977-03-01
1977,Qtr 1,March,3,Unknown,Lockheed,Lockheed C 130HMM61995,near cascina italy,Force Air Italian - Military,0,44,44,3,1977-03-03
1977,Qtr 1,March,4,Unknown,McDonnell Douglas,McDonnell Douglas DC 8,niamey niger,Airways National Overseas,0,2,4,3,1977-03-04
1977,Qtr 1,March,27,Spain,Boeing,Boeing B 747,tenerife canary,KLM / Airways World American IslandsPan,0,583,644,3,1977-03-27
1977,Qtr 1,March,29,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,bainaha valley indonesia,Airlines Nusantara Merpati,0,15,23,3,1977-03-29
1977,Qtr 1,March,30,Unknown,Yakovlev,Yakovlev YAK 40CCCP,near zhadanof russia,Aeroflot,0,8,27,3,1977-03-30
1977,Qtr 2,April,4,Unknown,McDonnell Douglas,McDonnell Douglas DC 9,new hope georgia,Airways Southern,8,62,85,4,1977-04-04
1977,Qtr 2,April,10,Unknown,Douglas,Douglas DC 3,sw of bogota colombia,Venado El,0,35,35,4,1977-04-10
1977,Qtr 2,April,19,Unknown,Antonov,Antonov AN 24,tapa afb estonia,Force Air Soviet - Military,0,21,21,4,1977-04-19
1977,Qtr 2,April,27,Unknown,Convair,Convair CV 440TG,guatemala city guatemala,Aviateca,0,28,28,4,1977-04-27
1977,Qtr 2,May,10,Unknown,Sikorsky,Sikorsky CH 53D (helicopter)360,near jericho jordan,Force Air Israel - Military,0,54,54,5,1977-05-10
1977,Qtr 2,May,13,Unknown,Antonov,Antonov An 12BPSP,beiruit lebanon,Airlines Polish Lot,0,9,9,5,1977-05-13
1977,Qtr 2,May,14,Unknown,Boeing,Boeing 707 321CG,near lusaka zambia,Cargo IAS,0,6,6,5,1977-05-14
1977,Qtr 2,May,16,Unknown,Sikorsky,Sikorsky S61LN619PA,new york new,Helicopter York  YorkNew,1,4,25,5,1977-05-16
1977,Qtr 2,May,27,Unknown,Ilyushin,Ilyushin IL 62MCCCP,havana cuba,Aeroflot,0,67,69,5,1977-05-27
1977,Qtr 2,June,3,Brazil,Embraer,Embraer C 95 BandeiranteFAB2157,natal brazil,Force Air Brazilian - Military,0,18,18,6,1977-06-03
1977,Qtr 2,June,20,Unknown,Embraer,Embraer 110C BandeiranteCX BJE,salto-nueva hesperides uruguay,Uruguaya Aérea Fuerza,0,12,15,6,1977-06-20
1977,Qtr 2,June,21,Unknown,Lockheed,Lockheed EC 130Q156176,off wake islandmilitary - u.s. navy,Unknown,0,16,16,6,1977-06-21
1977,Qtr 3,July,6,United States,Lockheed,Lockheed L 188AF ElectraN280F,saint louis missouri,Airways International Fleming,0,3,3,7,1977-07-06
1977,Qtr 3,July,8,Unknown,Antonov,Antonov AN 24CCCP,off kirovograd ukraine,Aeroflot,0,6,7,7,1977-07-08
1977,Qtr 3,July,14,Unknown,Antonov,Antonov AN 26,near cuangar angola,Force Air Angolan - Military,0,30,30,7,1977-07-14
1977,Qtr 3,July,20,Unknown,Douglas,Douglas DC 3ET,jima ethiopia,Airlines Ethiopian,0,5,5,7,1977-07-20
1977,Qtr 3,July,20,Unknown,Ilyushin,Ilyushin IL 14MCCCP,vitim russia,Aeroflot,0,40,40,7,1977-07-20
1977,Qtr 3,July,24,Unknown,Douglas,Douglas DC 6BFAC,near puerto montt chile,Force Air Chilean - Military,0,38,82,7,1977-07-24
1977,Qtr 3,July,25,Unknown,Douglas,Douglas C 47FAH,near yoro honduras,Force Air Honduran - Military,0,25,40,7,1977-07-25
1977,Qtr 3,August,1,United States,Bell,Bell 206B JetRangerN4TV,encino california,Angeles Los KNBC Private,0,2,2,8,1977-08-01
1977,Qtr 3,August,20,Unknown,Convair,Convair CV 880N8817E,san jose costa,Aviation RicaMonarch,0,3,3,8,1977-08-20
1977,Qtr 3,August,25,United States,Short Brothers,Shorts SC 7 Skyvan 3,kona hawaii,Airways Island,0,2,2,8,1977-08-25
1977,Qtr 3,September,2,Unknown,Canadair,Canadair CL 44D4,off hong kongtransmeridian air cargo,Unknown,0,4,4,9,1977-09-02
1977,Qtr 3,September,4,Unknown,Vickers Viscount,Vickers Viscount 764DHC BCL,near cuenca ecuador,Airways Nacionales Aereos Servicios,0,33,33,9,1977-09-04
1977,Qtr 3,September,6,United States,De Havilland,de Havilland Canada DHC 6 Twin Otter 200N563MA,mt. iliamna alaska,Industries Aeronautical Alaska,0,13,13,9,1977-09-06
